ano_campeonato,data,horario,rodada,estadio,arbitro,publico,publico_max,time_man,time_vis,tecnico_man,tecnico_vis,colocacao_man,colocacao_vis,valor_equipe_titular_man,valor_equipe_titular_vis,idade_media_titular_man,idade_media_titular_vis,gols_man,gols_vis,gols_1_tempo_man,gols_1_tempo_vis,escanteios_man,escanteios_vis,faltas_man,faltas_vis,chutes_bola_parada_man,chutes_bola_parada_vis,defesas_man,defesas_vis,impedimentos_man,impedimentos_vis,chutes_man,chutes_vis,chutes_fora_man,chutes_fora_vis
2018,2018-11-18,10:00,35,Estádio Cícero Pompeu de Toledo,Héber Lopes,14058.0,67428.0,São Paulo,Cruzeiro,André Jardine,Mano Menezes,5.0,7.0,30150000.0,22800000.0,29.0,31.8,1.0,0.0,1.0,0.0,3.0,1.0,12.0,17.0,20.0,16.0,0.0,3.0,4.0,3.0,4.0,0.0,5.0,4.0
2018,2018-11-18,10:00,35,Arena do Grêmio,Leandro Bizzio Marinho,14982.0,60540.0,Grêmio,Chapecoense,Renato Gaúcho,Claudinei Oliveira,4.0,17.0,25650000.0,11500000.0,29.8,29.0,2.0,0.0,1.0,0.0,4.0,2.0,13.0,22.0,22.0,16.0,3.0,9.0,3.0,0.0,11.0,3.0,4.0,5.0
2018,2018-11-19,11:00,35,Estádio Jornalista Mário Filho,Anderson Daronco,6435.0,82238.0,Fluminense,Ceará SC,Marcelo Oliveira,Lisca,12.0,16.0,12950000.0,7380000.0,26.5,28.6,0.0,0.0,0.0,0.0,2.0,4.0,16.0,25.0,26.0,21.0,4.0,2.0,5.0,1.0,2.0,4.0,5.0,7.0
2018,2018-11-21,10:30,36,Estádio Beira-Rio,Raphael Claus,25067.0,56000.0,Internacional,Atlético-MG,Odair Hellmann,Levir Culpi,3.0,6.0,22650000.0,18850000.0,27.8,29.8,1.0,2.0,0.0,1.0,11.0,4.0,8.0,15.0,15.0,10.0,2.0,4.0,2.0,0.0,4.0,4.0,8.0,7.0
2018,2018-11-22,12:00,36,Estádio Urbano Caldeira,Héber Lopes,3620.0,20120.0,Santos FC,Botafogo,Cuca,Zé Ricardo,10.0,9.0,30250000.0,15350000.0,24.6,24.7,1.0,1.0,1.0,0.0,9.0,5.0,17.0,16.0,17.0,17.0,2.0,4.0,0.0,1.0,5.0,3.0,4.0,3.0
2018,2018-11-22,12:45,36,Estádio Governador Magalhães Pinto,Leandro Bizzio Marinho,4036.0,57483.0,Cruzeiro,EC Vitória,Mano Menezes,João Burse,8.0,19.0,18000000.0,8580000.0,28.3,25.4,3.0,0.0,1.0,0.0,6.0,8.0,18.0,13.0,16.0,20.0,1.0,5.0,2.0,3.0,7.0,1.0,4.0,9.0
2018,2018-11-22,12:45,36,Arena da Baixada,Marcelo de Lima Henrique,16332.0,42372.0,Atlético-PR,Corinthians,Tiago Nunes,Jair Ventura,7.0,12.0,12900000.0,25200000.0,27.3,28.6,1.0,0.0,0.0,0.0,8.0,5.0,17.0,14.0,14.0,18.0,1.0,4.0,1.0,0.0,5.0,1.0,7.0,3.0
2018,2018-11-22,12:45,36,Estádio Jornalista Mário Filho,Braulio da Silva Machado,36013.0,78838.0,Flamengo,Grêmio,Dorival Júnior,Renato Gaúcho,2.0,4.0,35550000.0,23200000.0,29.4,27.2,2.0,0.0,0.0,0.0,8.0,4.0,16.0,10.0,10.0,16.0,5.0,10.0,0.0,0.0,5.0,1.0,5.0,1.0
2018,2018-11-22,12:45,36,Allianz Parque,Paulo Roberto Alves Júnior,39429.0,43600.0,Palmeiras,América-MG,Luiz Felipe Scolari,Givanildo Oliveira,1.0,17.0,40500000.0,8600000.0,27.7,28.4,4.0,0.0,0.0,0.0,9.0,2.0,12.0,15.0,15.0,15.0,0.0,6.0,3.0,0.0,10.0,0.0,8.0,0.0
2018,2018-11-22,11:00,36,Estádio São Januário,Anderson Daronco,14917.0,24584.0,Vasco da Gama,São Paulo,Alberto Valentim,André Jardine,15.0,5.0,12700000.0,34250000.0,28.3,28.2,2.0,0.0,1.0,0.0,3.0,7.0,19.0,22.0,24.0,20.0,3.0,0.0,1.0,2.0,2.0,3.0,4.0,5.0
2018,2018-11-23,12:00,36,Arena Condá,Leandro Pedro Vuaden,12384.0,22600.0,Chapecoense,Sport Recife,Claudinei Oliveira,Milton Mendes,18.0,16.0,11350000.0,10050000.0,29.5,27.3,2.0,1.0,2.0,0.0,7.0,6.0,20.0,9.0,10.0,20.0,2.0,5.0,0.0,1.0,7.0,4.0,3.0,6.0
2018,2018-11-23,12:00,36,Arena Fonte Nova,Flavio Rodrigues de Souza,16437.0,55000.0,EC Bahia,Fluminense,Enderson Moreira,Marcelo Oliveira,11.0,13.0,13400000.0,11500000.0,27.3,26.4,2.0,0.0,0.0,0.0,3.0,1.0,20.0,8.0,10.0,21.0,2.0,6.0,1.0,2.0,8.0,2.0,4.0,2.0
2018,2018-11-23,12:00,36,Estádio Governador Plácido Castelo,Luiz Flávio de Oliveira,48824.0,60326.0,Ceará SC,Paraná,Lisca,Dado Cavalcanti,14.0,20.0,7080000.0,3500000.0,28.4,23.8,1.0,0.0,1.0,0.0,7.0,6.0,16.0,11.0,12.0,18.0,0.0,5.0,2.0,1.0,6.0,0.0,8.0,3.0
2018,2018-11-24,11:00,37,Estádio Urbano Caldeira,Leandro Pedro Vuaden,4591.0,20120.0,Santos FC,Atlético-MG,Cuca,Levir Culpi,10.0,6.0,27750000.0,20650000.0,27.0,30.3,3.0,2.0,3.0,1.0,9.0,8.0,17.0,16.0,16.0,17.0,1.0,7.0,0.0,0.0,10.0,3.0,6.0,9.0
2018,2018-11-25,08:00,37,Estádio Governador Magalhães Pinto,Jean Pierre Goncalves Lima,27616.0,57483.0,Cruzeiro,Flamengo,Mano Menezes,Dorival Júnior,8.0,2.0,31500000.0,34050000.0,31.3,28.4,0.0,2.0,0.0,1.0,8.0,6.0,12.0,9.0,9.0,12.0,3.0,5.0,0.0,0.0,5.0,5.0,8.0,1.0
2018,2018-11-25,08:00,37,Arena da Baixada,Leandro Bizzio Marinho,9632.0,42372.0,Atlético-PR,Ceará SC,Tiago Nunes,Lisca,7.0,15.0,10750000.0,7750000.0,26.0,27.5,2.0,2.0,0.0,1.0,10.0,4.0,17.0,17.0,18.0,21.0,1.0,1.0,4.0,1.0,3.0,3.0,7.0,6.0
2018,2018-11-25,08:00,37,Estádio Manoel Barradas,Raphael Claus,3759.0,35632.0,EC Vitória,Grêmio,João Burse,Renato Gaúcho,19.0,4.0,8380000.0,29650000.0,24.9,29.5,0.0,0.0,0.0,0.0,7.0,9.0,14.0,21.0,21.0,14.0,7.0,3.0,0.0,0.0,3.0,7.0,6.0,7.0
2018,2018-11-25,08:00,37,Estádio São Januário,Rafael Traci,21066.0,24584.0,Vasco da Gama,Palmeiras,Alberto Valentim,Luiz Felipe Scolari,14.0,1.0,12700000.0,41750000.0,28.3,28.4,0.0,1.0,0.0,0.0,5.0,14.0,16.0,15.0,17.0,16.0,7.0,5.0,0.0,2.0,3.0,2.0,1.0,4.0
2018,2018-11-25,10:00,37,Estádio Raimundo Sampaio,Marcelo Aparecido Ribeiro de Souza,4398.0,25000.0,América-MG,EC Bahia,Givanildo Oliveira,Enderson Moreira,18.0,11.0,9350000.0,14350000.0,28.9,26.9,1.0,0.0,0.0,0.0,1.0,4.0,14.0,19.0,21.0,17.0,3.0,7.0,3.0,2.0,1.0,3.0,3.0,4.0
2018,2018-11-25,10:00,37,Neo Química Arena,Paulo Roberto Alves Júnior,36110.0,49205.0,Corinthians,Chapecoense,Jair Ventura,Claudinei Oliveira,12.0,16.0,26000000.0,11750000.0,26.6,29.3,0.0,0.0,0.0,0.0,9.0,4.0,13.0,13.0,14.0,13.0,2.0,1.0,0.0,1.0,1.0,2.0,5.0,11.0
2018,2018-11-25,10:00,37,Estádio Beira-Rio,Héber Lopes,31395.0,56000.0,Internacional,Fluminense,Odair Hellmann,Marcelo Oliveira,3.0,13.0,23200000.0,8900000.0,28.6,26.2,2.0,0.0,0.0,0.0,8.0,4.0,11.0,14.0,15.0,12.0,3.0,1.0,1.0,1.0,3.0,3.0,11.0,4.0
2018,2018-11-26,11:00,37,Estádio Olímpico Nilton Santos,Igor Junior Benevenuto,28972.0,46931.0,Botafogo,Paraná,Zé Ricardo,Dado Cavalcanti,9.0,20.0,12150000.0,3300000.0,25.4,23.5,2.0,1.0,1.0,0.0,5.0,4.0,12.0,16.0,18.0,16.0,3.0,4.0,4.0,2.0,6.0,4.0,4.0,3.0
2018,2018-11-26,11:00,37,Estádio Cícero Pompeu de Toledo,André Luiz de Freitas Castro,15235.0,67428.0,São Paulo,Sport Recife,André Jardine,Milton Mendes,5.0,17.0,21750000.0,7800000.0,27.3,26.7,0.0,0.0,0.0,0.0,7.0,5.0,16.0,20.0,21.0,23.0,2.0,6.0,7.0,1.0,5.0,2.0,10.0,1.0
2018,2018-12-01,10:00,38,Estádio Raimundo Sampaio,Braulio da Silva Machado,22365.0,23018.0,Atlético-MG,Botafogo,Levir Culpi,Zé Ricardo,6.0,9.0,20450000.0,12800000.0,30.7,25.2,1.0,0.0,1.0,0.0,5.0,10.0,17.0,16.0,18.0,17.0,1.0,1.0,0.0,2.0,2.0,1.0,6.0,4.0
2018,2018-12-01,10:00,38,Estádio Jornalista Mário Filho,Flavio Rodrigues de Souza,66046.0,78838.0,Flamengo,Atlético-PR,Dorival Júnior,Tiago Nunes,2.0,7.0,38300000.0,11450000.0,27.9,26.3,1.0,2.0,1.0,0.0,6.0,1.0,14.0,15.0,15.0,14.0,1.0,4.0,0.0,0.0,5.0,3.0,6.0,5.0
2018,2018-12-02,08:00,38,Estádio Durival Britto e Silva,Rodrigo Carvalhaes de Miranda,2975.0,20083.0,Paraná,Internacional,Dado Cavalcanti,Odair Hellmann,20.0,3.0,3100000.0,18400000.0,23.1,28.5,1.0,1.0,0.0,0.0,5.0,6.0,14.0,15.0,17.0,16.0,1.0,5.0,2.0,2.0,6.0,2.0,9.0,3.0
2018,2018-12-02,08:00,38,Arena Condá,Wilton Sampaio,19992.0,22600.0,Chapecoense,São Paulo,Claudinei Oliveira,André Jardine,16.0,5.0,11750000.0,17150000.0,29.4,27.7,1.0,0.0,0.0,0.0,5.0,1.0,9.0,22.0,24.0,11.0,5.0,9.0,2.0,2.0,2.0,1.0,1.0,2.0
2018,2018-12-02,08:00,38,Estádio Governador Roberto Santos,Bruno Arleu de Araújo,27776.0,31500.0,EC Bahia,Cruzeiro,Enderson Moreira,Mano Menezes,11.0,8.0,11150000.0,13800000.0,27.7,24.1,0.0,0.0,0.0,0.0,7.0,8.0,18.0,14.0,17.0,18.0,4.0,0.0,0.0,3.0,0.0,4.0,9.0,3.0
2018,2018-12-02,08:00,38,Estádio Jornalista Mário Filho,Rafael Traci,34870.0,82238.0,Fluminense,América-MG,Fábio Moreno,Givanildo Oliveira,14.0,17.0,12650000.0,9250000.0,27.5,29.7,1.0,0.0,1.0,0.0,4.0,8.0,14.0,18.0,18.0,17.0,5.0,4.0,3.0,0.0,5.0,5.0,4.0,8.0
2018,2018-12-02,08:00,38,Estádio Governador Plácido Castelo,Raphael Claus,57223.0,60326.0,Ceará SC,Vasco da Gama,Lisca,Alberto Valentim,13.0,15.0,7980000.0,8950000.0,27.7,27.1,0.0,0.0,0.0,0.0,6.0,3.0,17.0,12.0,16.0,18.0,1.0,1.0,1.0,4.0,2.0,1.0,7.0,0.0
2018,2018-12-02,08:00,38,Estádio Adelmar da Costa Carvalho,Anderson Daronco,23451.0,35000.0,Sport Recife,Santos FC,Milton Mendes,Cuca,18.0,10.0,7650000.0,25050000.0,25.8,25.3,2.0,1.0,0.0,0.0,1.0,1.0,21.0,20.0,20.0,26.0,2.0,2.0,5.0,0.0,4.0,3.0,2.0,4.0
2018,2018-12-02,08:00,38,Allianz Parque,Héber Lopes,41256.0,43600.0,Palmeiras,EC Vitória,Luiz Felipe Scolari,João Burse,1.0,19.0,43450000.0,3280000.0,28.8,23.8,3.0,2.0,1.0,0.0,10.0,2.0,10.0,5.0,5.0,12.0,1.0,4.0,2.0,0.0,7.0,3.0,12.0,6.0
2018,2018-12-02,08:00,38,Arena do Grêmio,Ricardo Marques Ribeiro,41330.0,60540.0,Grêmio,Corinthians,Renato Gaúcho,Jair Ventura,4.0,12.0,26200000.0,29200000.0,30.1,25.8,1.0,0.0,1.0,0.0,7.0,5.0,15.0,12.0,12.0,16.0,1.0,2.0,1.0,0.0,3.0,1.0,5.0,2.0
2019,2019-04-27,09:00,1,Estádio Cícero Pompeu de Toledo,Caio Max Augusto Vieira,26533.0,67428.0,São Paulo,Botafogo,Cuca,Eduardo Barroca,5.0,17.0,35050000.0,15850000.0,26.6,26.8,2.0,0.0,1.0,0.0,3.0,2.0,19.0,7.0,8.0,21.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,2.0
2019,2019-04-28,12:00,1,Estádio Raimundo Sampaio,Rodolpho Toski Marques,10531.0,23018.0,Atlético-MG,Avaí FC,Rodrigo Santana,Geninho,8.0,13.0,20900000.0,5700000.0,31.2,28.6,2.0,1.0,1.0,0.0,4.0,4.0,11.0,16.0,18.0,11.0,0.0,1.0,0.0,2.0,3.0,1.0,8.0,4.0
2019,2019-04-28,12:00,1,Arena Condá,Raphael Claus,8231.0,22600.0,Chapecoense,Internacional,Ney Franco,Odair Hellmann,6.0,16.0,11450000.0,17450000.0,28.4,28.2,2.0,0.0,1.0,0.0,3.0,5.0,15.0,10.0,12.0,15.0,6.0,5.0,0.0,2.0,7.0,6.0,4.0,9.0
2019,2019-04-28,02:00,1,Estádio Jornalista Mário Filho,Anderson Daronco,29459.0,78838.0,Flamengo,Cruzeiro,Abel Braga,Mano Menezes,4.0,15.0,61900000.0,25000000.0,26.8,30.1,3.0,1.0,1.0,1.0,6.0,2.0,13.0,18.0,19.0,13.0,0.0,2.0,0.0,1.0,5.0,1.0,5.0,0.0
2019,2019-04-28,04:00,1,Arena do Grêmio,Bruno Arleu de Araújo,34291.0,60540.0,Grêmio,Santos FC,Renato Gaúcho,Jorge Sampaoli,12.0,9.0,37350000.0,25400000.0,27.5,26.0,1.0,2.0,0.0,2.0,12.0,2.0,13.0,18.0,19.0,15.0,3.0,9.0,2.0,1.0,11.0,5.0,8.0,3.0
2019,2019-04-28,09:00,1,Estádio Governador Plácido Castelo,Adriano Milczvski,12550.0,60326.0,Ceará SC,CSA,Enderson Moreira,Marcelo Cabo,2.0,20.0,9000000.0,9150000.0,30.3,28.1,4.0,0.0,2.0,0.0,3.0,6.0,18.0,5.0,6.0,20.0,1.0,2.0,2.0,1.0,6.0,1.0,5.0,4.0
2019,2019-04-28,09:00,1,Arena Fonte Nova,Wilton Sampaio,29215.0,55000.0,EC Bahia,Corinthians,Roger Machado,Fábio Carille,7.0,11.0,13600000.0,39900000.0,28.3,27.3,3.0,2.0,1.0,1.0,4.0,4.0,17.0,5.0,5.0,18.0,1.0,3.0,1.0,0.0,6.0,3.0,6.0,2.0
2019,2019-04-28,09:00,1,Arena da Baixada,Luiz Flávio de Oliveira,12839.0,42372.0,Athletico-PR,Vasco da Gama,Tiago Nunes,Marcos Valadares,3.0,18.0,17300000.0,9600000.0,26.7,25.1,4.0,1.0,2.0,0.0,4.0,0.0,14.0,15.0,16.0,15.0,5.0,7.0,1.0,1.0,10.0,6.0,7.0,8.0
2019,2019-04-29,12:00,1,Allianz Parque,Braulio da Silva Machado,26701.0,43600.0,Palmeiras,Fortaleza,Luiz Felipe Scolari,Rogério Ceni,1.0,19.0,61250000.0,7250000.0,28.6,29.0,4.0,0.0,1.0,0.0,6.0,1.0,12.0,15.0,16.0,14.0,4.0,3.0,2.0,1.0,7.0,4.0,5.0,2.0
2019,2019-04-29,12:00,1,Estádio Jornalista Mário Filho,Dewson Fernando Freitas da Silva,17420.0,82238.0,Fluminense,Goiás EC,Fernando Diniz,Claudinei Oliveira,14.0,10.0,12100000.0,7700000.0,26.6,26.0,0.0,1.0,0.0,0.0,5.0,5.0,13.0,8.0,8.0,15.0,0.0,2.0,2.0,0.0,2.0,1.0,7.0,5.0
2019,2019-05-02,12:15,2,Estádio Governador Magalhães Pinto,Wagner Reway,22677.0,57483.0,Cruzeiro,Ceará SC,Mano Menezes,Enderson Moreira,15.0,2.0,24000000.0,9000000.0,31.6,30.3,1.0,0.0,0.0,0.0,2.0,3.0,9.0,11.0,13.0,10.0,3.0,3.0,1.0,2.0,4.0,3.0,5.0,3.0
2019,2019-05-02,12:15,2,Estádio Aderbal Ramos da Silva,Wagner do Nascimento Magalhães,12181.0,17800.0,Avaí FC,Grêmio,Geninho,Renato Gaúcho,13.0,12.0,5700000.0,38600000.0,27.7,27.1,1.0,1.0,0.0,1.0,11.0,4.0,17.0,16.0,16.0,17.0,1.0,4.0,0.0,0.0,4.0,2.0,7.0,3.0
2019,2019-05-02,02:30,2,Estádio São Januário,Raphael Claus,6745.0,24584.0,Vasco da Gama,Atlético-MG,Marcos Valadares,Rodrigo Santana,18.0,8.0,10250000.0,22150000.0,25.4,30.0,1.0,2.0,0.0,0.0,8.0,4.0,12.0,9.0,10.0,12.0,2.0,2.0,0.0,1.0,3.0,4.0,10.0,1.0
2019,2019-05-02,02:30,2,Estádio Serra Dourada,Rafael Traci,29644.0,50049.0,Goiás EC,São Paulo,Claudinei Oliveira,Cuca,10.0,5.0,7700000.0,35000000.0,26.0,26.6,1.0,2.0,1.0,2.0,5.0,10.0,15.0,12.0,13.0,15.0,3.0,2.0,0.0,1.0,3.0,5.0,5.0,7.0
2019,2019-05-02,02:30,2,Estádio Governador Plácido Castelo,Marcelo de Lima Henrique,20578.0,60000.0,Fortaleza,Athletico-PR,Rogério Ceni,Tiago Nunes,19.0,3.0,7100000.0,17900000.0,27.8,26.6,2.0,1.0,1.0,1.0,2.0,7.0,12.0,19.0,19.0,13.0,3.0,4.0,1.0,0.0,6.0,4.0,6.0,4.0
2019,2019-05-03,12:15,2,Estádio Urbano Caldeira,Wilton Sampaio,10564.0,20120.0,Santos FC,Fluminense,Jorge Sampaoli,Fernando Diniz,9.0,14.0,65500000.0,12100000.0,26.3,26.6,2.0,1.0,0.0,0.0,6.0,1.0,23.0,14.0,16.0,24.0,3.0,8.0,1.0,2.0,10.0,4.0,9.0,3.0
2019,2019-05-03,01:00,2,Estádio Olímpico Nilton Santos,Luiz Flávio de Oliveira,7568.0,46931.0,Botafogo,EC Bahia,Eduardo Barroca,Roger Machado,17.0,7.0,20700000.0,15100000.0,29.1,27.8,3.0,2.0,3.0,1.0,3.0,6.0,11.0,15.0,19.0,11.0,4.0,1.0,0.0,4.0,4.0,6.0,3.0,9.0
2019,2019-05-05,12:00,3,Allianz Parque,Wagner do Nascimento Magalhães,31549.0,43600.0,Palmeiras,Internacional,Luiz Felipe Scolari,Odair Hellmann,4.0,13.0,49750000.0,29050000.0,28.4,28.2,1.0,0.0,1.0,0.0,4.0,5.0,15.0,17.0,17.0,15.0,2.0,4.0,0.0,0.0,7.0,2.0,4.0,5.0
2019,2019-05-05,12:00,3,Arena da Amazônia,Rodrigo D,25779.0,40000.0,Vasco da Gama,Corinthians,Marcos Valadares,Fábio Carille,20.0,10.0,11150000.0,14500000.0,26.6,27.8,1.0,1.0,1.0,1.0,8.0,2.0,22.0,8.0,8.0,22.0,1.0,3.0,0.0,0.0,4.0,2.0,5.0,6.0
2019,2019-05-05,02:00,3,Estádio Governador Plácido Castelo,Flavio Rodrigues de Souza,16815.0,60326.0,Ceará SC,Atlético-MG,Enderson Moreira,Rodrigo Santana,5.0,2.0,8000000.0,20550000.0,31.2,29.5,1.0,2.0,1.0,1.0,6.0,4.0,12.0,8.0,9.0,13.0,4.0,2.0,1.0,1.0,3.0,6.0,4.0,6.0
2019,2019-05-05,04:00,3,Arena Condá,Vinicius Gonçalves Dias Araujo,6433.0,22600.0,Chapecoense,Athletico-PR,Ney Franco,Tiago Nunes,8.0,6.0,11850000.0,12100000.0,28.4,26.7,1.0,1.0,0.0,0.0,7.0,3.0,17.0,20.0,19.0,17.0,6.0,2.0,0.0,0.0,3.0,7.0,7.0,7.0
2019,2019-05-05,09:00,3,Estádio Cícero Pompeu de Toledo,Ricardo Marques Ribeiro,38749.0,67428.0,São Paulo,Flamengo,Cuca,Abel Braga,1.0,7.0,32000000.0,18350000.0,26.0,24.7,1.0,1.0,0.0,1.0,6.0,2.0,16.0,16.0,17.0,16.0,1.0,8.0,0.0,1.0,9.0,2.0,7.0,3.0
2019,2019-05-05,09:00,3,Estádio Olímpico Nilton Santos,Wagner Reway,13749.0,46931.0,Botafogo,Fortaleza,Eduardo Barroca,Rogério Ceni,12.0,15.0,18250000.0,7650000.0,28.9,28.7,1.0,0.0,0.0,0.0,7.0,4.0,10.0,15.0,16.0,10.0,3.0,2.0,0.0,1.0,3.0,3.0,4.0,8.0
2019,2019-05-05,09:00,3,Estádio Rei Pelé,Rodolpho Toski Marques,10313.0,20000.0,CSA,Santos FC,Marcelo Cabo,Jorge Sampaoli,18.0,3.0,8100000.0,68000000.0,28.9,26.1,0.0,0.0,0.0,0.0,2.0,12.0,10.0,12.0,13.0,11.0,10.0,4.0,1.0,1.0,4.0,10.0,5.0,6.0
2019,2019-05-05,09:00,3,Estádio Governador Magalhães Pinto,Rodrigo Carvalhaes de Miranda,19735.0,57483.0,Cruzeiro,Goiás EC,Mano Menezes,Claudinei Oliveira,14.0,11.0,26750000.0,8000000.0,31.0,26.3,2.0,1.0,0.0,0.0,5.0,4.0,13.0,9.0,10.0,14.0,3.0,6.0,1.0,1.0,8.0,5.0,8.0,5.0
2019,2019-05-06,12:00,3,Arena do Grêmio,Raphael Claus,9734.0,60540.0,Grêmio,Fluminense,Renato Gaúcho,Fernando Diniz,16.0,19.0,34550000.0,12600000.0,28.8,27.1,4.0,5.0,3.0,2.0,8.0,8.0,7.0,10.0,10.0,7.0,6.0,3.0,0.0,0.0,7.0,11.0,3.0,3.0
2019,2019-05-06,12:00,3,Arena Fonte Nova,Bruno Arleu de Araújo,18673.0,55000.0,EC Bahia,Avaí FC,Roger Machado,Geninho,9.0,17.0,15200000.0,4600000.0,27.0,28.9,1.0,0.0,1.0,0.0,9.0,1.0,26.0,14.0,15.0,26.0,0.0,8.0,0.0,1.0,9.0,1.0,6.0,7.0
2019,2019-05-11,09:00,4,Estádio Jornalista Mário Filho,Marcelo Aparecido Ribeiro de Souza,24600.0,82238.0,Fluminense,Botafogo,Fernando Diniz,Eduardo Barroca,13.0,7.0,20450000.0,17250000.0,25.5,27.4,0.0,1.0,0.0,0.0,8.0,3.0,15.0,12.0,16.0,19.0,3.0,9.0,4.0,4.0,5.0,3.0,5.0,4.0
2019,2019-05-12,12:00,4,Neo Química Arena,Marcelo de Lima Henrique,36624.0,49205.0,Corinthians,Grêmio,Fábio Carille,Renato Gaúcho,11.0,18.0,30400000.0,53850000.0,29.0,26.7,0.0,0.0,0.0,0.0,3.0,2.0,13.0,18.0,19.0,13.0,1.0,5.0,0.0,1.0,5.0,1.0,2.0,2.0
2019,2019-05-12,02:00,4,Estádio Serra Dourada,Caio Max Augusto Vieira,9493.0,50049.0,Goiás EC,Ceará SC,Claudinei Oliveira,Enderson Moreira,14.0,12.0,8000000.0,7850000.0,26.1,30.2,2.0,1.0,1.0,0.0,2.0,7.0,20.0,12.0,14.0,22.0,3.0,4.0,2.0,2.0,6.0,4.0,4.0,7.0
2019,2019-05-12,04:00,4,Estádio Jornalista Mário Filho,Jean Pierre Goncalves Lima,61023.0,78838.0,Flamengo,Chapecoense,Abel Braga,Ney Franco,9.0,10.0,35350000.0,9300000.0,26.2,27.6,2.0,1.0,1.0,0.0,7.0,4.0,14.0,9.0,9.0,15.0,7.0,9.0,1.0,0.0,5.0,4.0,5.0,2.0
2019,2019-05-12,09:00,4,Estádio Beira-Rio,Raphael Claus,23416.0,56000.0,Internacional,Cruzeiro,Odair Hellmann,Mano Menezes,15.0,6.0,25950000.0,25000000.0,29.2,30.2,3.0,1.0,1.0,1.0,4.0,3.0,10.0,12.0,12.0,10.0,7.0,2.0,0.0,0.0,5.0,8.0,6.0,4.0
2019,2019-05-12,09:00,4,Estádio Municipal Paulo Machado de Carvalho,Paulo Roberto Alves Júnior,12952.0,37000.0,Santos FC,Vasco da Gama,Jorge Sampaoli,Marcos Valadares,4.0,20.0,65000000.0,11150000.0,26.3,27.0,3.0,0.0,2.0,0.0,8.0,5.0,18.0,11.0,15.0,19.0,4.0,6.0,1.0,4.0,9.0,4.0,10.0,5.0
2019,2019-05-12,09:00,4,Estádio Governador Magalhães Pinto,Anderson Daronco,24368.0,57000.0,Atlético-MG,Palmeiras,Rodrigo Santana,Luiz Felipe Scolari,1.0,2.0,23900000.0,43750000.0,30.8,28.3,0.0,2.0,0.0,1.0,8.0,3.0,19.0,19.0,20.0,19.0,5.0,3.0,0.0,1.0,3.0,7.0,4.0,6.0
2019,2019-05-13,12:00,4,Arena da Baixada,Savio Pereira Sampaio,11087.0,42372.0,Athletico-PR,EC Bahia,Tiago Nunes,Roger Machado,8.0,5.0,14250000.0,13800000.0,26.3,27.4,1.0,0.0,1.0,0.0,8.0,6.0,13.0,14.0,16.0,16.0,4.0,6.0,3.0,2.0,7.0,4.0,4.0,3.0
2019,2019-05-13,12:00,4,Estádio Aderbal Ramos da Silva,Dewson Fernando Freitas da Silva,4852.0,17800.0,Avaí FC,CSA,Geninho,Marcelo Cabo,19.0,17.0,5850000.0,7350000.0,27.2,29.4,0.0,0.0,0.0,0.0,6.0,0.0,16.0,19.0,19.0,18.0,2.0,4.0,2.0,0.0,4.0,1.0,4.0,2.0
2019,2019-05-13,12:00,4,Estádio Governador Plácido Castelo,Wilton Sampaio,40877.0,60326.0,Fortaleza,São Paulo,Rogério Ceni,Cuca,16.0,3.0,7200000.0,26000000.0,28.2,25.2,0.0,1.0,0.0,0.0,6.0,4.0,12.0,14.0,14.0,14.0,1.0,4.0,2.0,0.0,4.0,3.0,6.0,4.0
2019,2019-05-18,11:00,5,Estádio Jornalista Mário Filho,Luiz Flávio de Oliveira,11437.0,82238.0,Fluminense,Cruzeiro,Fernando Diniz,Mano Menezes,15.0,11.0,12350000.0,27250000.0,25.7,30.9,4.0,1.0,1.0,0.0,6.0,1.0,12.0,11.0,12.0,15.0,1.0,7.0,3.0,1.0,5.0,1.0,4.0,0.0
2019,2019-05-19,12:00,5,Estádio Raimundo Sampaio,Paulo Roberto Alves Júnior,13616.0,23018.0,Atlético-MG,Flamengo,Rodrigo Santana,Abel Braga,4.0,7.0,25900000.0,65000000.0,29.7,27.4,2.0,1.0,1.0,1.0,2.0,18.0,11.0,8.0,8.0,11.0,9.0,2.0,0.0,0.0,5.0,11.0,4.0,7.0
2019,2019-05-19,12:00,5,Estádio Municipal Paulo Machado de Carvalho,Rafael Traci,32501.0,37500.0,Palmeiras,Santos FC,Luiz Felipe Scolari,Jorge Sampaoli,1.0,2.0,43750000.0,25400000.0,28.3,26.2,4.0,0.0,2.0,0.0,5.0,5.0,14.0,18.0,19.0,14.0,6.0,6.0,0.0,1.0,7.0,1.0,1.0,1.0
2019,2019-05-19,04:00,5,Estádio Cícero Pompeu de Toledo,Daniel Nobre Bins,44640.0,67428.0,São Paulo,EC Bahia,Cuca,Roger Machado,3.0,8.0,32500000.0,14400000.0,26.3,27.3,0.0,0.0,0.0,0.0,7.0,5.0,11.0,15.0,15.0,13.0,3.0,6.0,2.0,0.0,6.0,4.0,3.0,6.0
2019,2019-05-19,09:00,5,Arena Condá,Thiago Duarte Peixoto,6765.0,22600.0,Chapecoense,Fortaleza,Ney Franco,Rogério Ceni,13.0,16.0,9100000.0,7550000.0,29.0,28.4,1.0,3.0,1.0,1.0,9.0,4.0,17.0,9.0,11.0,17.0,4.0,4.0,0.0,2.0,4.0,7.0,11.0,2.0
